SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
TEC.0018;Interface Humano-Computador (Curso 404);Graduação;60;80;4;Sim;TEC.404.0006;Curso 404
FIC.0005;Internet;Fundamental;20;20;1;Sim;-;-
FIC.0631;Internet;Fundamental;30;30;2;Sim;-;-
POS.0347;Internet  na Educação;Pós-graduação;30;40;2;Sim;-;-
FIC.0612;Interpretação de projetos arquitetônicos;Fundamental;16;16;1;Sim;-;-
FIC.0233;Interpretação e planejamento de Leiaute;Fundamental;24;24;1;Sim;-;-
FIC.0130;Introdução à administração;Fundamental;20;20;1;Sim;-;-
FIC.0389;Introdução à administração;Fundamental;15;20;1;Sim;-;-
FIC.1050;Introdução à administração;Fundamental;45;60;3;Sim;-;-
FIC.0289;Introdução à Administração;Fundamental;12;12;1;Sim;-;-
TEC.0102;Introdução à Administração (Curso 502);Graduação;60;80;4;Sim;TEC.502.0004;-
FIC.0657;Introdução à agricultura orgânica;Fundamental;10;10;1;Sim;-;-
TSUB.0032;Introdução à Agropecuária(45H);Médio;45;60;3;Sim;TSUB.79.0001;Curso 08079
TIN.0111;Introdução à Agropecuária(45H);Médio;45;60;3;Sim;TIN.026.0001;-
LIC.0586;Introdução À Algebra Linear;Graduação;60;80;4;Sim;SUP.133;Curso 01430x
LIC.0754;Introdução à Álgebra linear I;Graduação;60;80;4;Sim;-;Cursio 710
LIC.0116;Introdução à Álgebra Linear I(60H);Graduação;60;80;4;Sim;LIC.430.0010;Curso 01430
LIC.1121;Introdução à Álgebra Linear II;Graduação;60;80;4;Sim;-;Curso 710
LIC.0139;Introdução a Álgebra Linear II(60H);Graduação;60;80;4;Sim;LIC.430.0023;Curso 01430
TEC.1042;Introdução à Análise de Conjuntura Econômica (30h);Graduação;30;40;2;Sim;-;-
LIC.0609;Introdução à Análise Matemática;Graduação;75;100;5;Sim;SUP.134;Curso 01430x
LIC.0129;Introdução à Análise Matemática(90H);Graduação;90;120;6;Sim;LIC.430.0016;Curso 01430
LIC.0909;Introdução à Análise Real;Graduação;60;80;4;Sim;-;-
FIC.0550;Introdução a Apicultura;Fundamental;10;10;1;Sim;-;-
TIN.0691;Introdução a Apicultura(30H);Médio;30;40;2;Sim;TIN.109.0001;-
TSUB.0281;Introdução a Apicultura(45H);Médio;45;60;3;Sim;TSUB.035.0001;Curso 09035
FIC.0076;Introdução a Aviação Civil;Fundamental;15;15;1;Sim;-;-
FIC.0917;Introdução à Avicultura;Fundamental;6;8;0;Sim;-;Curso Avicultor
LIC.0213;Introdução à Biofísica;Graduação;60;80;4;Sim;LIC.601.0047;Curso 601
TIN.0297;Introdução a Colorimétria(30H);Médio;30;40;2;Sim;TIN.007.0015;-
TEC.0206;Introdução à Economia;Graduação;60;80;4;Sim;DAGESC.001;502.0
TEC.0891;Introdução à Economia;Graduação;45;60;3;Sim;INF.S035;Curso 404X
ENG.0090;Introdução à Economia;Graduação;60;80;4;Sim;-;-
TEC.0103;Introdução à Economia (Curso 502);Graduação;60;80;4;Sim;TEC.502.0005;-
TEC.0053;Introdução à Economia (NCT);Graduação;60;80;4;Sim;TEC.436.0009;-
LIC.0759;Introdução à Educação Matemática;Graduação;30;40;2;Sim;-;Curso 710
TIN.0622;Introdução a Eletrônica(30H);Médio;30;40;2;Sim;TIN.NA.0062;-
FIC.0622;Introdução à Eletrotécnica;Fundamental;20;20;1;Sim;-;-
ENG.0001;Introdução à Engenharia;Graduação;30;40;2;Sim;-;-
CIV.0001;Introdução à Engenharia Civil (30);Graduação;30;40;2;Sim;-;-
ENG.0155;Introdução à Engenharia de Produção;Graduação;30;40;2;Sim;-;-
ESA.0002;Introdução à Engenharia Sanitária e Ambiental (30h);Graduação;30;40;2;Sim;-;-
LIC.0124;Introdução a Equações Diferenciais Ordinárias(60H);Graduação;60;80;4;Sim;LIC.430.0015;Curso 01430
TIN.0906;Introdução a Eventos;Médio;60;80;2;Sim;-;NA
TSUB.0225;Introdução a Eventos(60H);Médio;60;80;4;Sim;TSUB.NA.0071;-
FIC.0623;Introdução a Eventos Culturais;Médio;15;20;1;Sim;-;-
FIC.0629;Introdução a Eventos Culturais;Fundamental;15;15;1;Sim;-;-
LIC.0218;Introdução à Filosofia;Graduação;60;80;4;Sim;LIC.NEp.0008;-
TEC.1047;Introdução à Finanças e à Contabilidade (60h);Graduação;60;80;4;Sim;-;-
LIC.1122;Introdução à Física;Graduação;30;40;2;Sim;-;-
LIC.1145;Introdução à Física de Partículas;Graduação;60;80;4;Sim;-;-
LIC.0196;Introdução à Física Nuclear;Graduação;60;80;4;Sim;LIC.601.0044;Curso 601
LIC.0770;Introdução à Geografia;Graduação;60;80;4;Sim;-;Curso 710
ENG.0154;Introdução à Gestão;Graduação;30;40;2;Sim;-;-
POS.0101;Introdução à Gestão Ambiental;Pós-graduação;20;20;1;Sim;CCPGA.001;-
TEC.1043;Introdução à Gestão de Negócios (30h);Graduação;30;40;2;Sim;-;-
ESA.0040;Introdução à Gestão Pública (60h);Graduação;60;80;4;Sim;-;-
TEC.0045;Introdução à Gestão Pública (NCT);Graduação;60;80;4;Sim;TEC.436.0001;-
FIC.0375;Introdução à Informática;Fundamental;30;40;2;Sim;-;-
TEC.0708;Introdução à Informática;Graduação;30;40;2;Sim;TEC.NCT.UB.0070;-
FIC.0586;Introdução à Informática ;Fundamental;15;15;1;Sim;-;-
POS.0115;Introdução à informática básica;Pós-graduação;40;40;2;Sim;-;-
POS.0212;Introdução à informática básica;Pós-graduação;20;20;0;Sim;-;-
POS.0476;Introdução à informática básica;Pós-graduação;30;40;2;Sim;-;-
POS.0157;Introdução à Informática Básica;Pós-graduação;40;53;2;Sim;-;-
TSUB.0069;Introdução a legislação ambiental(30H);Médio;30;40;2;Sim;TSUB.NA.0049;Curso 08422
TIN.0233;Introdução à Legislação Ambiental(30H);Médio;30;40;2;Sim;TIN.NA.0051;-
FIC.0179;Introdução à Literatura ;Fundamental;20;20;1;Sim;-;-
TIN.0334;Introdução a Lógica e Algoritmos(90H);Médio;90;120;3;Sim;TIN.NA.0074;-
TEC.1020;Introdução à Lógica e Programação;Graduação;90;120;6;Sim;-;-
TIN.0666;Introdução à Mecatrônica(30H);Médio;30;40;2;Sim;TIN.NA.0035;-
TSUB.0090;Introdução à metrologia e instrumentação(45H);Médio;45;60;3;Sim;TSUB.422.0016;Curso 08422
TIN.0241;Introdução à Metrologia e Instrumentação(45H);Médio;45;60;3;Sim;TIN.427.0017;-
TSUB.0289;Introdução a Microbiologia e Biotecnologia(90H);Médio;90;120;6;Sim;TSUB.035.0005;Curso 09035
TIN.0696;Introdução a Microbiologia e Biotecnologia dos Alimentos(120H);Médio;120;160;4;Sim;TIN.109.0005;-
LIC.0625;Introdução à Mídia Educacional;Graduação;60;80;4;Sim;FOR.L028;Curso 602x
TSUB.0547;Introdução à Mineração(45H);Médio;45;60;3;Sim;TSUB.434.0003;-
TIN.0099;Introdução a Mineração (Curso 432);Médio;45;60;3;Sim;-;-
POS.0158;Introdução à Modalidade EaD;Pós-graduação;40;53;2;Sim;-;-
POS.0084;Introdução a Modalidade EaD - Nivelamento;Pós-graduação;30;30;2;Sim;ESP.NB.0001;-
LIC.0758;Introdução ao Cálculo I;Graduação;60;80;4;Sim;-;Curso 710
LIC.0765;Introdução ao Cálculo II;Graduação;60;80;4;Sim;-;Curso 710
TEC.0207;Introdução ao Comércio Exterior;Graduação;40;53;2;Sim;DAGESC.002;502.0
FIC.0095;Introdução ao Desenho Auxiliado por Computador (CAD);Fundamental;20;20;1;Sim;-;-
FIC.0240;Introdução ao Desenho em CAD;Fundamental;34;34;2;Sim;-;-
POS.0351;Introdução ao Design Instrucional;Pós-graduação;30;40;2;Sim;-;-
TSUB.0734;Introdução ao Direito(60H);Médio;60;80;4;Sim;TSUB.057.0008;-
TSUB.0756;Introdução ao Direito(60H);Médio;60;80;4;Sim;TSUB.703.0007;-
FIC.0154;Introdução ao manejo e conservação do solo;Fundamental;21;28;1;Sim;-;-
TEC.0586;Introdução ao Marketing;Graduação;60;80;4;Sim;TEC.0069.0001;Curso 069
TSUB.0070;Introdução ao planejamento energético(30H);Médio;30;40;2;Sim;TSUB.422.0002;Curso 08422
TIN.0228;Introdução ao planejamento energético(45H);Médio;45;60;3;Sim;TIN.427.0001;-
FIC.0161;Introdução ao Recursos Humanos;Fundamental;4;4;0;Sim;-;-
FIC.0839;Introdução a Orientação a Objetos em Java;Fundamental;40;40;4;Sim;-;-
FIC.0338;Introdução ao Saneamento Ambiental;Fundamental;10;10;1;Sim;-;-
POS.0523;Introdução aos Estudos da Língua Brasileira de Sinais;Pós-graduação;45;60;3;Sim;-;-
LIC.0772;Introdução aos estudos históricos;Graduação;60;80;4;Sim;-;Curso 710
POS.0524;Introdução ao Sistema Braille e Audiodescrição;Pós-graduação;30;40;2;Sim;-;-
FIC.0004;Introdução ao Sistema Operacional;Fundamental;20;20;1;Sim;-;-
FIC.0630;Introdução ao Sistema Operacional;Fundamental;30;30;2;Sim;-;-
TEC.0786;Introdução aos Processos Industriais;Graduação;30;40;2;Sim;TEC.NCT.UT.0096;-
TSUB.0072;Introdução aos processos químicos(30H);Médio;30;40;2;Sim;TSUB.422.0007;Curso 08422
TEC.1041;Introdução aos Processos Químicos (30h);Graduação;30;40;2;Sim;-;-
TIN.0237;Introdução aos Processos Químicos(45H);Médio;45;60;3;Sim;TIN.427.0008;-
TSUB.0081;Introdução aos reatores químicos e bioquímicos(30H);Médio;30;40;2;Sim;TSUB.422.0008;Curso 08422
TIN.0247;Introdução aos Reatores Químicos e Bioquímicos(30H);Médio;30;40;2;Sim;TIN.427.0009;-
TEC.0258;Introdução aos Sistemas Abertos(60H);Graduação;60;80;4;Sim;INF.S063;405x
TEC.0143;Introdução aos Sistemas Abertos (NCT);Graduação;60;80;4;Sim;TEC.405.0013;-
FIC.0410;Introdução ao Turismo e à Hospitalidade;Fundamental;15;20;1;Sim;-;-
FIC.0806;Introdução ao Turismo e à Hospitalidade;Fundamental;15;15;1;Sim;-;-
TIN.0559;Introdução a Pesca e a Aquicultura(30H);Médio;30;40;2;Sim;TIN.703.0008;-
EJA.0161;Introdução a pesca e aquicultura;Médio;30;40;2;Sim;TEJA.418.0002;Curso 419
TSUB.0613;Introdução a pesca e aquicultura(30H);Médio;30;40;2;Sim;TSUB.425.0007;Curso 425
FIC.0668;Introdução à produção orgânica de animais domésticos;Fundamental;10;10;1;Sim;-;-
TEC.0249;Introdução à Programação(60H);Graduação;60;80;4;Sim;INF.S057;405x
TSUB.0196;Introdução a Química dos Alimentos(45H);Médio;45;60;3;Sim;TSUB.NA.0018;Curso 10045
TIN.0412;Introdução a Química dos Alimentos(45H);Médio;45;60;3;Sim;TIN.NA.0041;-
TSUB.0371;Introdução a Redes de Computadores(30H);Médio;30;40;2;Sim;TSUB.NA.0012;-
EJA.0204;Introdução à Refrigeração;Médio;30;40;2;Sim;TEJA.NA.0004;-
TIN.0763;Introdução à Refrigeração(30H);Médio;30;40;2;Sim;TIN.NA.0018;-
LIC.0197;Introdução à Relatividade Geral;Graduação;60;80;4;Sim;LIC.601.0043;Curso 601
LIC.0462;Introdução à Robótica;Graduação;60;80;4;Sim;LIC.NEp.0022;-
ENG.0182;Introdução às Atividades de Extensão;Graduação;30;40;2;Sim;-;-
CIV.0098;Introdução às atividades de extensão (30h);Graduação;30;40;2;Sim;-;-
ESA.0055;Introdução às atividades de extensão(30h);Graduação;30;40;2;Sim;-;-
LIC.1091;Introdução as Ciências Humanas e Sociais;Graduação;30;40;2;Sim;-;-
TSUB.0733;Introdução à Segurança do Trabalho(60H);Médio;60;80;4;Sim;TSUB.057.0007;-
TSUB.0755;Introdução à Segurança do Trabalho(60H);Médio;60;80;4;Sim;TSUB.703.0006;-
LIC.0606;Introdução ás Equações Diferenciais Ordinárias;Graduação;60;80;4;Sim;SUP.136;Curso 01430x
TSUB.0378;Introdução a Sistemas Abertos(60H);Médio;60;80;4;Sim;TSUB.403.0005;Curso 403
TEC.0140;Introdução as Redes de Computadores (NCT);Graduação;60;80;4;Sim;TEC.405.0014;-
TSUB.0122;Introdução a Tecnologia da Costura(60H);Médio;60;80;4;Sim;TSUB.116.0004;Curso 10116
TIN.0266;Introdução a Tecnologia da Costura(60H);Médio;60;80;4;Sim;TIN.120.0003;-
TEC.0376;Introdução a Tecnologia de Alimentos(30H);Graduação;30;40;2;Sim;TEC.048.0001;Curso 03048
TSUB.0198;Introdução a Tecnologia de Alimentos(30H);Médio;30;40;2;Sim;TSUB.307.0001;Curso 10045
TIN.0413;Introdução a Tecnologia de Alimentos(30H);Médio;30;40;2;Sim;TIN.116.0003;-
TSUB.0123;Introdução a Tecnologia do Enfesto e Corte(60H);Médio;60;80;4;Sim;TSUB.116.0005;Curso 10116
TIN.0267;Introdução a Tecnologia do Enfesto e Corte(60H);Médio;60;80;4;Sim;TIN.120.0004;-
TIN.0283;Introdução à Tecnologia Têxtil(30H);Médio;30;40;2;Sim;TIN.007.0004;-
TSUB.0119;Introdução à Tecnologia Têxtil(75H);Médio;75;100;5;Sim;TSUB.116.0002;-
TIN.0254;Introdução à Tecnologia Têxtil(75H);Médio;75;100;3;Sim;TIN.120.0001;.
LIC.0144;Introdução a Teoria de Galois(60H);Graduação;60;80;4;Sim;LIC.430.0028;Curso 01430
LIC.0600;Introdução à Teoria dos Números;Graduação;60;80;4;Sim;SUP.135;Curso 01430x
LIC.0750;Introdução à Teoria dos Números;Graduação;60;80;4;Sim;-;Curso 710
LIC.0117;Introdução a Teoria dos Números(60H);Graduação;60;80;4;Sim;LIC.430.0011;Curso 01430
FIC.0471;Introdução e Biologia das Abelhas;Fundamental;10;10;1;Sim;-;-
TEC.0171;IPv6 (NCT);Graduação;60;80;4;Sim;TEC.405.0032;-
CIV.0086;Irrigação e Drenagem (30h);Graduação;30;40;2;Sim;-;-
TSUB.0047;Irrigação e Drenagem(45H);Médio;45;60;3;Sim;TSUB.79.0012;Curso 08079
TIN.0124;Irrigação e Drenagem(45H);Médio;45;60;3;Sim;TIN.026.0012;-
TIN.0193;Irrigação e Drenagem(75H);Médio;75;100;5;Sim;TIN.108.0010;-
CIV.0030;Isostática (60h);Graduação;60;80;4;Sim;-;-
ATV.0085;Jiu-Jitsu;Médio;60;80;4;Sim;-;-
FIC.0600;Jogo e Cena;Fundamental;8;8;0;Sim;-;-
POS.0456;Jogo e Improvisação Teatral;Pós-graduação;30;40;2;Sim;-;-
LIC.1033;Jogos Digitais na Educação;Graduação;60;80;4;Sim;-;-
FIC.0244;Jogos, esporte, brinquedos e brincadeiras;Fundamental;30;30;2;Sim;-;-
FIC.0893;Jogos Matemáticos;Médio;6;6;1;Sim;-;-
FIC.0933;Jogos Matemáticos;Fundamental;15;20;1;Sim;-;-
ATV.0005;Judo;Médio;180;240;12;Sim;-;-
ATV.0021;Judo Equipe MASC/FEM;Médio;135;180;9;Sim;-;-
ATV.0022;Judo Escol. MASC/FEM;Médio;90;120;6;Sim;-;-
TEC.1100;Juventude e Campo;Graduação;30;40;2;Sim;-;-
ATV.0006;Karate;Médio;90;120;6;Sim;-;-
TSUB.0134;Laboratório de CAD aplicado ao Vestuário(60H);Médio;60;80;4;Sim;TSUB.116.0018;Curso 10116
TIN.0278;Laboratório de CAD aplicado ao Vestuário(90H);Médio;90;120;3;Sim;TIN.120.0016;-
FIC.0859;Laboratório de Criação Musical I;Fundamental;6;8;1;Sim;-;-
FIC.0860;Laboratório de Criação Musical II;Fundamental;6;8;1;Sim;-;-
FIC.0861;Laboratório de Criação Musical III;Fundamental;6;8;1;Sim;-;-
LIC.1128;Laboratório de Eletromagnetismo;Graduação;30;40;2;Sim;-;-
LIC.0167;Laboratório de Eletromagnetismo Básico;Graduação;30;40;2;Sim;LIC.601.0012;Curso 601
ENG.0034;Laboratório de Eletrônica;Graduação;60;80;4;Sim;-;-
POS.0546;Laboratório  de  Ensino  em  EJA:  História  e  cultura afro-brasileirae indígena;Pós-graduação;15;20;1;Sim;-;-
POS.0539;Laboratório de Ensino em EJA: Linguagens e Fontes de Pesquisa;Pós-graduação;15;20;1;Sim;-;-
POS.0537;Laboratório de Ensino em EJA: Práticas de Alfabetização e Letramento I;Pós-graduação;15;20;1;Sim;-;-
POS.0543;Laboratório de Ensino em EJA: Práticas de Alfabetização e Letramento II;Pós-graduação;15;20;1;Sim;-;-
POS.0541;Laboratório de Ensino em EJA: Tecnologias para Educação;Pós-graduação;30;40;2;Sim;-;-
LIC.0188;Laboratório de Física Moderna;Graduação;30;40;2;Sim;LIC.601.0020;Curso 601
LIC.0745;Laboratório de Física Moderna(30H);Graduação;30;40;2;Sim;FOR.L019;-
LIC.0159;Laboratório de Fluidos e Termodinâmica;Graduação;30;40;2;Sim;LIC.601.0013;Curso 601
LIC.0762;Laboratório de Matemática;Graduação;45;60;3;Sim;-;Curso 710
LIC.0111;Laboratório de Matemática(45H);Graduação;45;60;3;Sim;LIC.430.0008;Curso 01430
LIC.0590;Laboratório de Matemática I;Graduação;45;60;3;Sim;SUP.137;Curso 01430x
LIC.0595;Laboratório de Matemática II;Graduação;45;60;3;Sim;SUP.138;Curso 01430x
LIC.0155;Laboratório de Mecânica;Graduação;30;40;2;Sim;LIC.601.0011;Curso 601
LIC.0176;Laboratório de Óptica e Ondas;Graduação;30;40;2;Sim;LIC.601.0014;Curso 601
ENG.0101;Laboratório de Sistemas Digitais;Graduação;60;80;4;Sim;-;-
LIC.1034;Laboratório de Sistemas Operacionais;Graduação;60;80;4;Sim;-;-
TSUB.0581;Laboratórios(95H);Médio;95;126;6;Sim;TEC.068.0004;Curso 068
LIC.0341;Latim I;Graduação;30;40;2;Sim;LIC.NEP.0037;-
LIC.0536;Latim I;Graduação;60;80;4;Sim;-;-
LIC.0342;Latim II;Graduação;60;80;4;Sim;LIC.603.0066;Curso 603
LIC.0649;Latim II;Graduação;45;60;3;Sim;-;Curso 603
LIC.0389;Latin II;Graduação;45;60;3;Sim;-;Curso 603
TSUB.0144;Lavanderia Industrial(30H);Médio;30;40;2;Sim;TSUB.116.0021;Curso 10116
TIN.0304;Lavanderia Industrial(30H);Médio;30;40;2;Sim;TIN.007.0020;-
TIN.0271;Lavanderia Industrial(45H);Médio;45;60;3;Sim;TIN.120.0015;-
TSUB.0878;Lavra de Mina a Céu Aberto e Subterrânea(;Médio;60;80;4;Sim;-;-
TIN.0867;Lavra de Mina a Céu Aberto e Subterrânea(60H);Médio;60;80;2;Sim;TIN.432.0012;-
TSUB.0561;Lavra de Mina a Céu Aberto e Subterrânea(90H);Médio;90;120;6;Sim;TSUB.434.0014;-
TIN.0082;Lavra de Mina a Céu Aberto e Subterrânea (Curso 432);Médio;60;80;2;Sim;-;-
TIN.0886;Lazer, Corpo e Sociedade;Médio;60;80;4;Sim;-;-
TEC.1151;Lazer e Animação Turística;Graduação;60;80;4;Sim;-;-
TEC.0842;Lazer e Esporte de Aventura;Graduação;30;40;2;Sim;TEC.505.0034;Curso 505
TIN.0893;Lazer e Hospitalidade;Médio;30;40;2;Sim;-;-
TIN.0896;Lazer e Inclusão Social ;Médio;30;40;2;Sim;-;-
TEC.0843;Lazer e Meio ambiente;Graduação;30;40;2;Sim;TEC.505.0035;Curso 505
TEC.0816;Lazer e Políticas Públicas;Graduação;60;80;4;Sim;TEC.505.0007;Curso 505
TIN.0897;Lazer e Urbanismo;Médio;60;80;4;Sim;-;-
TIN.0895;Lazer, Meio Ambiente e Esportes de Aventura ;Médio;60;80;4;Sim;-;-
FIC.0265;Lazer, Turismo e Desenvolvimento Sustentável;Fundamental;20;20;1;Sim;-;-
FIC.0185;Lectura y producción textual en lengua española I;Fundamental;10;10;1;Sim;-;-
TEC.0231;Legislação Aduaneira;Graduação;100;133;6;Sim;DAGESC.026;502.0
TEC.0124;Legislação Aduaneira (Curso 502);Graduação;45;60;3;Sim;TEC.502.0026;-
TEC.1210;Legislação Ambiental;Graduação;60;80;4;Sim;-;-
TEC.0544;Legislação Ambiental(30H);Graduação;30;40;2;Sim;TEC.304.0007;Curso 01304
TSUB.0462;Legislação Ambiental(60H);Médio;60;80;4;Sim;TSUB.117.0015;"Curso 117
"
TSUB.0792;Legislação Ambiental(60H);Médio;60;80;4;Sim;TSUB.071.0014;.
TIN.0501;Legislação Ambiental(60H);Médio;60;80;4;Sim;TIN.114.0014;-
FIC.0264;Legislação Ambiental Aplicada;Fundamental;20;20;1;Sim;-;-
FIC.0665;Legislação ambiental e gestão de resíduos;Fundamental;10;10;1;Sim;-;-
TIN.0916;Legislação Aplicada;Médio;30;40;2;Sim;-;NT
TSUB.0246;Legislação Aplicada(30H);Médio;30;40;2;Sim;TSUB.808.0008;Curso 12808
FIC.0595;Legislação Aplicada à Indústria de Doces e Conservas;Fundamental;6;6;0;Sim;-;-
TIN.1126;Legislação Aplicada aos Alimentos;Médio;30;40;1;Sim;TIN.283;Curso 308X
TEC.0977;Legislação Aplicada ao Turismo;Graduação;60;80;4;Sim;TEC.208.0008;Curso 208
TEC.1050;Legislação Aplicada ao Turismo;Graduação;30;40;2;Sim;-;-
TEC.0720;Legislação Aplicada à Tecnologia da Informação;Graduação;60;80;4;Sim;TEC.NCT.UT.0089;-
FIC.0398;Legislação Arquivista;Fundamental;15;15;1;Sim;-;-
FIC.0559;Legislação Brasileira para Produção e Beneficiamento de Produtos Apículas;Fundamental;10;10;1;Sim;-;-
TIN.0507;Legislação Cooperativista(60H);Médio;60;80;2;Sim;TIN.410.0003;-
EJA.0086;Legislação Cooperativista I;Médio;30;40;2;Sim;TEJA.417.0011;Curso 417
EJA.0087;Legislação Cooperativista II;Médio;30;40;2;Sim;TEJA.417.0012;Curso 417
FIC.0190;Legislação da aquicultura no Brasil;Fundamental;20;20;1;Sim;-;-
FIC.0325;Legislação da aquicultura no Brasil;Fundamental;18;18;1;Sim;-;-
TEC.0437;Legislação da Construção Civil(45H);Graduação;45;60;3;Sim;TEC.102.0005;Curso 01102
FIC.0027;Legislação do SUS;Fundamental;20;20;1;Sim;-;-
POS.0106;Legislação e Direito Ambiental;Pós-graduação;20;20;1;Sim;CCPGA.006;-
POS.0325;Legislação e Direito Ambiental;Pós-graduação;40;40;2;Sim;-;Curso: 99619
FIC.0310;Legislação e ética profissional no  cuidado com o idoso ;Fundamental;12;16;1;Sim;-;-
FIC.0276;Legislação e ética profissional no cuidado com o Idoso;Fundamental;20;20;1;Sim;-;-
LIC.1035;Legislação em Computação;Graduação;30;40;2;Sim;-;-
TEC.0642;Legislação em Produção Cultural;Graduação;60;80;4;Sim;TEC.NCT.UT.0055;Curso 430
ENG.0092;Legislação Energética e Ambiental;Graduação;45;60;3;Sim;-;-
FIC.0999;Legislação Escolar;Fundamental;15;20;1;Sim;-;-
TSUB.0955;Legislação Escolar;Médio;75;100;5;Sim;-;-
TSUB.0722;Legislação Escolar(84H);Médio;84;112;5;Sim;TEC.067.0003;-
TSUB.0313;Legislação e Segurança no Trabalho(30H);Médio;30;40;2;Sim;TSUB.118.0009;Curso 16118
TIN.0800;Legislação e Segurança no Trabalho(45H);Médio;45;60;3;Sim;TIN.121.0009;-
TEC.0457;Legislação Previdenciária e Trabalhista(30H);Graduação;30;40;2;Sim;TEC.NCT.UT.0040;Curso 01102
FIC.0624;Legislação, Segurança e Logística;Fundamental;15;15;1;Sim;-;-
FIC.0102;Legislação sobre RS. Classificação dos RS;Fundamental;20;20;1;Sim;-;-
EJA.0067;Legislação trabalhista, tributária e empresarial;Médio;60;80;4;Sim;TEJA.510.0013;Curso 521
TIN.0612;Legislação Trabalhista, Tributária e Empresarial(60H);Médio;60;80;4;Sim;TIN.506.0012;-
EJA.0266;Legislação Trabalhista, Tributária e Empresarial(80H);Médio;60;80;4;Sim;DATIIZN.096;-
TSUB.0273;Legislação Turística(30H);Médio;30;40;2;Sim;TSUB.053.0014;Curso 12053
TSUB.0653;Legislação Turística(30H);Médio;30;40;2;Sim;TSUB.702.0012;Curso 702
CIV.0028;Legislação urbana aplicada a Construção Civil (30h);Graduação;30;40;2;Sim;-;-
FIC.0966;Leitura de Diagramas Elétricos;Fundamental;24;32;1;Sim;-;-
POS.0058;Leitura do Texto Criativo;Pós-graduação;40;40;0;Sim;-;-
LIC.0837;Leitura e Escrita de Textos Acadêmicos e de Divulgação Científica;Graduação;30;40;2;Sim;-;-
LIC.0975;Leitura e Escrita de Textos Acadêmicos e de Divulgação Científica II;Graduação;30;40;2;Sim;-;-
FIC.0096;Leitura e escrita em Língua Inglesa;Fundamental;30;30;2;Sim;-;-
FIC.0503;Leitura e Escrita em Língua Inglesa II;Fundamental;20;20;1;Sim;-;-
FIC.0228;Leitura e Interpretação de Desenho Mecânico;Fundamental;16;16;1;Sim;-;-
FIC.0122;Leitura e interpretação de projetos;Fundamental;20;20;1;Sim;-;-
CIV.0054;Leitura e interpretação de projetos (30h);Graduação;30;40;2;Sim;-;-
FIC.0566;Leitura e interpretação de projetos arquitetônicos;Fundamental;20;20;1;Sim;-;-
FIC.0038;Leitura e Interpretação de Textos;Fundamental;10;10;1;Sim;-;-
FIC.0719;Leitura e produção de texto;Fundamental;18;24;1;Sim;-;-
FIC.0001;Leitura e Produção de Texto;Fundamental;20;20;1;Sim;-;-
FIC.0079;Leitura e Produção de Texto;Fundamental;25;25;1;Sim;-;-
FIC.0152;Leitura e Produção de Texto;Fundamental;18;18;1;Sim;-;-
FIC.0186;Leitura e Produção de Texto;Fundamental;10;10;1;Sim;-;-
FIC.0223;Leitura e Produção de Texto;Fundamental;16;16;1;Sim;-;-
FIC.0236;Leitura e Produção de Texto;Fundamental;12;12;1;Sim;-;-
FIC.0434;Leitura e Produção de Texto;Fundamental;24;32;2;Sim;-;-
FIC.0486;Leitura e Produção de Texto;Fundamental;15;20;1;Sim;-;-
FIC.0488;Leitura e Produção de Texto;Fundamental;18;24;1;Sim;-;-
FIC.0491;Leitura e Produção de Texto;Fundamental;30;30;2;Sim;-;-
FIC.0587;Leitura e Produção de Texto;Fundamental;15;15;1;Sim;-;-
FIC.0620;Leitura e Produção de Texto;Fundamental;20;20;1;Sim;-;Assistente de Produção Cultural
FIC.0785;Leitura e Produção de Texto;Fundamental;20;27;1;Sim;-;-
FIC.0807;Leitura e Produção de Texto;Fundamental;20;20;1;Sim;-;-
FIC.0088;Leitura e Produção de Textos;Fundamental;15;15;1;Sim;-;-
FIC.0402;Leitura e Produção de Textos;Fundamental;30;40;2;Sim;-;-
TEC.0244;Leitura e Produção de Textos;Graduação;45;60;3;Sim;FOR.S006;-
TEC.0298;Leitura e Produção de Textos;Graduação;45;60;3;Sim;SUP.112;-
LIC.0550;Leitura e Produção de Textos;Graduação;80;106;5;Sim;FOR.L064;Curso 603X
FIC.0808;Leitura e Produção de Textos;Fundamental;30;30;2;Sim;-;-
POS.0331;Leitura e Produção de Textos;Pós-graduação;30;40;2;Sim;-;-
TEC.0429;Leitura e Produção de Textos(30H);Graduação;30;40;2;Sim;TEC.NFd.0019;Curso 01102
TSUB.0234;Leitura e Produção de Textos(30H);Médio;30;40;2;Sim;TSUB.NA.0028;Curso 702
LIC.0800;Leitura e Produção de Textos(45H);Graduação;45;60;3;Sim;DIA/CN.018;-
POS.0417;Leitura e Produção de textos acadêmicos;Pós-graduação;30;30;2;Sim;-;-
ENG.0012;Leitura e Produção de Textos  Acadêmicos;Graduação;60;80;4;Sim;-;-
LIC.0038;Leitura e Produção de Textos Acadêmicos;Graduação;30;40;2;Sim;LIC.NFd.0003;NFD
LIC.0368;Leitura e Produção de Textos Acadêmicos;Graduação;60;80;4;Sim;-;-
LIC.0377;Leitura e Produção de Textos Acadêmicos;Graduação;45;60;3;Sim;-;Curso 603
